"primary_id","future_id","strategy_code","Year","air_pollution","congestion","consumer_savings","crop_value","ecosystem_services","env_pollution","fuel_cost","human_health","ippu_value","land_pollution","lvst_value","road_safety","sector_specific","system_cost","technical_cost","technical_savings","water_pollution"
275275,0,"PFLO:ALL",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275275,0,"PFLO:ALL",2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275275,0,"PFLO:ALL",2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275275,0,"PFLO:ALL",2025,0.205981091784506,1.12126358501816e-18,0.0197623029922069,2.25858184421668e-14,-2.69792508333921e-15,0,-0.000337477407690667,0.0197717067524067,0,-0.00226181189895842,1.24272e-05,1.58698869583834e-18,-151886.454972746,0,1.58272307443377,0.39955027760576,-2.26666069596831e-06
275275,0,"PFLO:ALL",2026,0.208454498673219,5.38789510836496e-19,0.0418075121589558,1.32121294882381e-14,-8.11705831438303e-15,0,-0.000340054885006767,0.0398015098673282,0,-0.0022482316383798,1.31136e-05,9.26058825977127e-19,-147526.882402733,0,8.8847469367398,0.40269507964259,-2.1694251520239e-06
275275,0,"PFLO:ALL",2027,0.212196394106613,9.7446274617205e-19,0.0641303195981642,1.62018841365352e-14,-3.3003743737936e-15,0,-0.000342620139499714,0.0600837548983666,0,-0.00223474434576302,1.27626e-05,1.34053664609807e-18,-143488.923919016,0,0.859205745475056,0.405847911590761,-3.19132379801886e-06
275275,0,"PFLO:ALL",2028,0.534052574935659,0.256090306612111,0.108313610465789,0.0809799482842855,-0.00144079739166297,0,0.0572623927520017,0.094470445900546,0,-0.000526658960552395,0.0028726548,0.382924287845408,-127654.112637454,1.16934183582291,1.62269361471534,0.517079994648524,0.00667723398698074
275275,0,"PFLO:ALL",2029,0.834464552110642,0.502798301634985,0.152843282361469,0.144837492263101,0.000831324670509738,0,0.118090256764299,0.129109602336966,0,0.00116400920201161,0.0037250128,0.752632359818661,-113830.796566267,2.38633854620013,-3.76470033940569,0.628347954921045,0.0161471175200496
275275,0,"PFLO:ALL",2030,1.11419316016602,0.741553051262049,0.197953751397703,0.260060796694641,0.000145165569077578,0,0.181924551012418,0.163985263959567,0,0.00264286781662261,0.0050591688,1.11125546598506,-101622.571170057,3.65406471948468,-5.3353107394239,0.739757253798482,0.0285506988216969
275275,0,"PFLO:ALL",2031,1.37676816504176,0.973590595290807,0.244296019196939,0.358622993328886,-0.00112009273723912,0,0.248597004894944,0.199080847002735,0,0.00360362876943179,0.006026546,1.46063787425547,-90706.6087758412,4.97561052829648,-2.39372996387883,0.851578851970417,0.0440342623167344
275275,0,"PFLO:ALL",2032,1.78642330914448,1.20007350407255,0.289873097558534,0.47900136342537,-0.00221615361165727,0,0.31765656473464,0.234379615298073,0,0.00181393132462378,0.0063538272,1.80252472954849,-241385.114245684,6.35458161269112,-1.99871677620295,1.35403941936852,0.0627547693631104
275275,0,"PFLO:ALL",2033,2.00073085467108,1.42210212962468,0.338707502744027,0.618164215493368,-0.00310921102956907,0,0.389678193200063,0.26986524240919,0,0.001959812432505,0.0058349884,2.13857719477852,-231424.593192843,7.79510643707705,-2.30046430311517,1.47020304591116,0.0848796132069248
275275,0,"PFLO:ALL",2034,2.280197089768,1.64076111934238,0.388664201608915,0.772205074237051,-0.00398635200540871,0,0.464292166550695,0.305522122997786,0,0.00180501753488098,0.004544401,2.4704448506985,-220027.799642014,9.30206738415005,-1.9767658849628,1.58705831922221,0.110581586362388
275275,0,"PFLO:ALL",2035,2.28355222372721,1.85705763306635,0.441582187401934,0.936705808911693,-0.0048480541828558,0,0.5418258846175,0.341335258172622,0,0.0037018314014334,0.0025611498,2.79966492762577,-56766.9967081765,10.8807187775822,-1.32972707588291,1.30526378746812,0.140050906590689
275275,0,"PFLO:ALL",2036,2.48153235197788,2.07198165577462,0.493297481079784,1.10719925895656,-0.00569422566407728,0,0.62162607537485,0.3772908040719,0,0.00320307877374002,3.15800000000017e-06,3.1277574171533,-50274.1887306846,12.5370092896985,-0.698961038448858,1.42090571805421,0.17348327442501
275275,0,"PFLO:ALL",2037,2.67037797223541,2.28649647624621,0.545618603205958,1.27955069533766,-0.00652476233090164,0,0.704073077995985,0.413376094035417,0,0.0026665073404254,-0.0030503738,3.45620867441746,-44426.2453564056,14.2775178278284,-5.11729576064375,1.5376768373533,0.211093270223952
275275,0,"PFLO:ALL",2038,2.85072230545194,2.50150047520731,0.598359974644205,1.45024063251431,-0.00733956913161445,0,0.789235028084927,0.449579216582426,0,0.0021612902795292,-0.0065149742,3.78640916731249,-39150.0079850998,16.1091860755372,-4.49356895015778,1.65568887040395,0.253105466168739
275275,0,"PFLO:ALL",2039,3.01654080424604,2.71781256596796,0.651356407273619,1.61654006213776,-0.00813857739249632,0,0.877199351215481,0.485889714780713,0,0.00174042301266059,-0.010320538,4.11962862260943,-34381.6563609,18.039168529897,-0.403388513495551,1.77504188588127,0.299758525828397
275275,0,"PFLO:ALL",2040,3.15087631645907,2.93618200382445,0.704467323722367,1.77657364451414,-0.00808584479874677,0,0.968069857692603,0.522298317539919,0,0.0014708238774528,-0.014415751,4.45703096921945,-30065.3181123733,20.0748404456415,13.399741089225,1.89582450152804,0.351298622108944
275275,0,"PFLO:ALL",2041,3.29383146164802,3.15728194958258,0.757589665118308,1.92918578764726,-0.00642795258685689,0,1.06195093115331,0.558797294530971,0,0.00139819851886679,-0.018972179,4.79966285675407,-26153.0242640379,22.2236961206769,6.50987144687548,2.01811184359725,0.40798750022476
