aggregation_category,gas,year,emission_co2e_mt
Solid Waste,n2o,1993,0.006700539
Solid Waste,n2o,1994,0.0
Solid Waste,n2o,1995,0.0
Solid Waste,n2o,1996,0.0
Solid Waste,n2o,1997,0.0
Solid Waste,n2o,1998,0.0
Solid Waste,n2o,1999,0.0
Solid Waste,n2o,2000,0.0
Solid Waste,n2o,2001,0.0
Solid Waste,n2o,2002,0.0
Solid Waste,n2o,2003,0.001001376
Solid Waste,n2o,2004,0.002353474
Solid Waste,n2o,2005,0.002704195
Solid Waste,n2o,2006,0.003054917
Solid Waste,n2o,2007,0.003000474
Solid Waste,n2o,2008,0.00294603
Solid Waste,n2o,2009,0.001847622
Solid Waste,n2o,2010,0.001898905
Solid Waste,n2o,2011,0.001905864
Solid Waste,n2o,2012,0.001908284
Solid Waste,n2o,2013,0.001929312
Solid Waste,n2o,2014,0.0019545
Solid Waste,n2o,2015,0.001982562
Solid Waste,n2o,2016,0.002027945
Solid Waste,n2o,2017,0.002032105
Solid Waste,n2o,2018,0.002211368
Solid Waste,n2o,2019,0.002211368
Solid Waste,n2o,2020,0.002211368
Solid Waste,n2o,2021,0.002211368
Stationary Combustion and Other Energy,ch4,1990,0.061605468
Stationary Combustion and Other Energy,ch4,1991,0.064229151
Stationary Combustion and Other Energy,ch4,1992,0.066872798
Stationary Combustion and Other Energy,ch4,1993,0.08745817600000001
Stationary Combustion and Other Energy,ch4,1994,0.0831444
Stationary Combustion and Other Energy,ch4,1995,0.08232044300000001
Stationary Combustion and Other Energy,ch4,1996,0.085827785
Stationary Combustion and Other Energy,ch4,1997,0.04988096
Stationary Combustion and Other Energy,ch4,1998,0.04467189
Stationary Combustion and Other Energy,ch4,1999,0.046221238
Stationary Combustion and Other Energy,ch4,2000,0.052885134
Stationary Combustion and Other Energy,ch4,2001,0.047338922
Stationary Combustion and Other Energy,ch4,2002,0.046737853
Stationary Combustion and Other Energy,ch4,2003,0.049867055
Stationary Combustion and Other Energy,ch4,2004,0.048783553
Stationary Combustion and Other Energy,ch4,2005,0.026479232999999998
Stationary Combustion and Other Energy,ch4,2006,0.021836359
Stationary Combustion and Other Energy,ch4,2007,0.027750733
Stationary Combustion and Other Energy,ch4,2008,0.025317836
Stationary Combustion and Other Energy,ch4,2009,0.033351009
Stationary Combustion and Other Energy,ch4,2010,0.035341437
Stationary Combustion and Other Energy,ch4,2011,0.033610139
Stationary Combustion and Other Energy,ch4,2012,0.028602892
Stationary Combustion and Other Energy,ch4,2013,0.034538578
Stationary Combustion and Other Energy,ch4,2014,0.036350067
Stationary Combustion and Other Energy,ch4,2015,0.018669942000000002
Stationary Combustion and Other Energy,ch4,2016,0.015844353
Stationary Combustion and Other Energy,ch4,2017,0.014679179
Stationary Combustion and Other Energy,ch4,2018,0.017982769
Stationary Combustion and Other Energy,ch4,2019,0.017477636
Stationary Combustion and Other Energy,ch4,2020,0.016080538
Stationary Combustion and Other Energy,ch4,2021,0.017075991999999998
Stationary Combustion and Other Energy,co2,1990,5.017703792
Stationary Combustion and Other Energy,co2,1991,5.141675652
Stationary Combustion and Other Energy,co2,1992,5.230547679
Stationary Combustion and Other Energy,co2,1993,5.037478587
Stationary Combustion and Other Energy,co2,1994,4.79839794
Stationary Combustion and Other Energy,co2,1995,4.512080363
Stationary Combustion and Other Energy,co2,1996,4.871804665
Stationary Combustion and Other Energy,co2,1997,5.151062617
Stationary Combustion and Other Energy,co2,1998,4.624794644
Stationary Combustion and Other Energy,co2,1999,4.673196656
Stationary Combustion and Other Energy,co2,2000,5.861589128
Stationary Combustion and Other Energy,co2,2001,5.082304908
Stationary Combustion and Other Energy,co2,2002,4.870799809999999
Stationary Combustion and Other Energy,co2,2003,5.203379894999999
Stationary Combustion and Other Energy,co2,2004,4.667462939
Stationary Combustion and Other Energy,co2,2005,4.5352889
Stationary Combustion and Other Energy,co2,2006,3.514272904
Stationary Combustion and Other Energy,co2,2007,4.8315253479999996
Stationary Combustion and Other Energy,co2,2008,3.8089279530000004
Stationary Combustion and Other Energy,co2,2009,4.204857936
Stationary Combustion and Other Energy,co2,2010,4.607219048
Stationary Combustion and Other Energy,co2,2011,4.200243948
Stationary Combustion and Other Energy,co2,2012,3.683311252
Stationary Combustion and Other Energy,co2,2013,4.015776622
Stationary Combustion and Other Energy,co2,2014,4.547600272
Stationary Combustion and Other Energy,co2,2015,4.293965045
Stationary Combustion and Other Energy,co2,2016,3.972449096
Stationary Combustion and Other Energy,co2,2017,3.828163607
Stationary Combustion and Other Energy,co2,2018,4.632951546
Stationary Combustion and Other Energy,co2,2019,4.442798267
Stationary Combustion and Other Energy,co2,2020,4.124020033
Stationary Combustion and Other Energy,co2,2021,4.470402226
Stationary Combustion and Other Energy,n2o,1990,0.009584470000000001
Stationary Combustion and Other Energy,n2o,1991,0.009935913000000001
Stationary Combustion and Other Energy,n2o,1992,0.010155481000000001
Stationary Combustion and Other Energy,n2o,1993,0.012611001
Stationary Combustion and Other Energy,n2o,1994,0.012036836
Stationary Combustion and Other Energy,n2o,1995,0.011551764
Stationary Combustion and Other Energy,n2o,1996,0.012025748
Stationary Combustion and Other Energy,n2o,1997,0.007727833999999999
Stationary Combustion and Other Energy,n2o,1998,0.007190198
Stationary Combustion and Other Energy,n2o,1999,0.007877419
Stationary Combustion and Other Energy,n2o,2000,0.010156374
Stationary Combustion and Other Energy,n2o,2001,0.008522437
Stationary Combustion and Other Energy,n2o,2002,0.007857624
Stationary Combustion and Other Energy,n2o,2003,0.009000396
Stationary Combustion and Other Energy,n2o,2004,0.008378428
Stationary Combustion and Other Energy,n2o,2005,0.005389158999999999
Stationary Combustion and Other Energy,n2o,2006,0.003993638
Stationary Combustion and Other Energy,n2o,2007,0.006534943
Stationary Combustion and Other Energy,n2o,2008,0.004546711
Stationary Combustion and Other Energy,n2o,2009,0.0062596579999999995
Stationary Combustion and Other Energy,n2o,2010,0.006163847
Stationary Combustion and Other Energy,n2o,2011,0.005894323999999999
Stationary Combustion and Other Energy,n2o,2012,0.005000277
Stationary Combustion and Other Energy,n2o,2013,0.005503003
Stationary Combustion and Other Energy,n2o,2014,0.005909126
Stationary Combustion and Other Energy,n2o,2015,0.004007327
Stationary Combustion and Other Energy,n2o,2016,0.003690784
Stationary Combustion and Other Energy,n2o,2017,0.003557487
Stationary Combustion and Other Energy,n2o,2018,0.004044831
Stationary Combustion and Other Energy,n2o,2019,0.0039979360000000005
Stationary Combustion and Other Energy,n2o,2020,0.003874905
Stationary Combustion and Other Energy,n2o,2021,0.004004404
Transportation,ch4,1990,0.19974119699999998
Transportation,ch4,1991,0.20105588600000002
Transportation,ch4,1992,0.207901535
Transportation,ch4,1993,0.208107681
Transportation,ch4,1994,0.19861383900000001
Transportation,ch4,1995,0.19424669299999997
Transportation,ch4,1996,0.210382758
Transportation,ch4,1997,0.194785348
Transportation,ch4,1998,0.200934418
Transportation,ch4,1999,0.187983919
Transportation,ch4,2000,0.18596175399999998
Transportation,ch4,2001,0.122598048
Transportation,ch4,2002,0.114823587
Transportation,ch4,2003,0.117278967
Transportation,ch4,2004,0.10671593500000001
Transportation,ch4,2005,0.093660673
Transportation,ch4,2006,0.09875457800000001
Transportation,ch4,2007,0.095526628
Transportation,ch4,2008,0.094741246
Transportation,ch4,2009,0.09361191299999999
Transportation,ch4,2010,0.086417834
Transportation,ch4,2011,0.090468724
Transportation,ch4,2012,0.084658174
Transportation,ch4,2013,0.07891794799999999
Transportation,ch4,2014,0.060497143
Transportation,ch4,2015,0.058495359999999996
Transportation,ch4,2016,0.057432766999999996
Transportation,ch4,2017,0.090244995
Transportation,ch4,2018,0.045067062000000005
Transportation,ch4,2019,0.041204636
Transportation,ch4,2020,0.048842262
Transportation,ch4,2021,0.058546902
Transportation,co2,1990,48.91168585
Transportation,co2,1991,51.4460631
Transportation,co2,1992,51.55336203
Transportation,co2,1993,51.36738804
Transportation,co2,1994,53.98813656
Transportation,co2,1995,54.01127089
Transportation,co2,1996,59.3218294
Transportation,co2,1997,56.68043345
Transportation,co2,1998,55.4796214
Transportation,co2,1999,55.33584064
Transportation,co2,2000,61.29739419
Transportation,co2,2001,53.66525101
Transportation,co2,2002,54.9829301
Transportation,co2,2003,55.00559031
Transportation,co2,2004,53.77354321
Transportation,co2,2005,51.05646486
Transportation,co2,2006,54.99093366
Transportation,co2,2007,50.5452292
Transportation,co2,2008,47.43819303
Transportation,co2,2009,46.71958846
Transportation,co2,2010,42.24984155
Transportation,co2,2011,43.2722431
Transportation,co2,2012,39.13525082
Transportation,co2,2013,38.04423398
Transportation,co2,2014,36.14686698
Transportation,co2,2015,36.83876693
Transportation,co2,2016,38.2170685
Transportation,co2,2017,41.29588976
Transportation,co2,2018,38.12075818
Transportation,co2,2019,40.51274476
Transportation,co2,2020,39.2344033
Transportation,co2,2021,44.88963425
Transportation,n2o,1990,0.777005762
Transportation,n2o,1991,0.781724928
Transportation,n2o,1992,0.783953494
Transportation,n2o,1993,0.825838757
Transportation,n2o,1994,0.8627408440000001
Transportation,n2o,1995,0.872773475
Transportation,n2o,1996,0.8797079099999999
Transportation,n2o,1997,0.8682633190000001
Transportation,n2o,1998,0.881603104
Transportation,n2o,1999,0.8623600029999999
Transportation,n2o,2000,0.8547767070000001
Transportation,n2o,2001,0.74497473
Transportation,n2o,2002,0.743944705
Transportation,n2o,2003,0.7210786250000001
Transportation,n2o,2004,0.666997257
Transportation,n2o,2005,0.596539626
Transportation,n2o,2006,0.582744604
Transportation,n2o,2007,0.52361662
Transportation,n2o,2008,0.484253631
Transportation,n2o,2009,0.430626691
Transportation,n2o,2010,0.377209997
Transportation,n2o,2011,0.36894101
Transportation,n2o,2012,0.33564206799999996
Transportation,n2o,2013,0.30646699499999996
Transportation,n2o,2014,0.264759234
Transportation,n2o,2015,0.23325004700000002
Transportation,n2o,2016,0.219531495
Transportation,n2o,2017,0.230378486
Transportation,n2o,2018,0.175743519
Transportation,n2o,2019,0.186242927
Transportation,n2o,2020,0.17574623
Transportation,n2o,2021,0.18204150800000002
Wastewater Treatment,ch4,1990,0.295561785
Wastewater Treatment,ch4,1991,0.297657457
Wastewater Treatment,ch4,1992,0.300382886
Wastewater Treatment,ch4,1993,0.301956775
Wastewater Treatment,ch4,1994,0.30409735
Wastewater Treatment,ch4,1995,0.306282351
Wastewater Treatment,ch4,1996,0.307740095
Wastewater Treatment,ch4,1997,0.309193891
Wastewater Treatment,ch4,1998,0.310484748
Wastewater Treatment,ch4,1999,0.311856684
Wastewater Treatment,ch4,2000,0.312588807
Wastewater Treatment,ch4,2001,0.313002432
Wastewater Treatment,ch4,2002,0.314344858
Wastewater Treatment,ch4,2003,0.315970504
Wastewater Treatment,ch4,2004,0.318105123
Wastewater Treatment,ch4,2005,0.319782812
Wastewater Treatment,ch4,2006,0.300583822
Wastewater Treatment,ch4,2007,0.305642417
Wastewater Treatment,ch4,2008,0.309824704
Wastewater Treatment,ch4,2009,0.313720335
Wastewater Treatment,ch4,2010,0.317408123
Wastewater Treatment,ch4,2011,0.319617113
Wastewater Treatment,ch4,2012,0.321401674
Wastewater Treatment,ch4,2013,0.323068466
Wastewater Treatment,ch4,2014,0.324462155
Wastewater Treatment,ch4,2015,0.325943798
Wastewater Treatment,ch4,2016,0.326934088
Wastewater Treatment,ch4,2017,0.326382476
Wastewater Treatment,ch4,2018,0.325738592
Wastewater Treatment,ch4,2019,0.325301365
Wastewater Treatment,ch4,2020,0.324827443
Wastewater Treatment,ch4,2021,0.322922498
Wastewater Treatment,n2o,1990,0.109770004
Wastewater Treatment,n2o,1991,0.111501199
Wastewater Treatment,n2o,1992,0.113456733
Wastewater Treatment,n2o,1993,0.114075815
Wastewater Treatment,n2o,1994,0.116748005
Wastewater Treatment,n2o,1995,0.116656066
Wastewater Treatment,n2o,1996,0.118128202
Wastewater Treatment,n2o,1997,0.117782777
Wastewater Treatment,n2o,1998,0.119241764
Wastewater Treatment,n2o,1999,0.121691165
Wastewater Treatment,n2o,2000,0.121993264
Wastewater Treatment,n2o,2001,0.120249628
Wastewater Treatment,n2o,2002,0.121728035
Wastewater Treatment,n2o,2003,0.12333427
Wastewater Treatment,n2o,2004,0.125154655
Wastewater Treatment,n2o,2005,0.123876108
Wastewater Treatment,n2o,2006,0.117376934
Wastewater Treatment,n2o,2007,0.118434346
Wastewater Treatment,n2o,2008,0.118169475
Wastewater Treatment,n2o,2009,0.11870658
Wastewater Treatment,n2o,2010,0.120106936
Wastewater Treatment,n2o,2011,0.118512795
Wastewater Treatment,n2o,2012,0.120305297
Wastewater Treatment,n2o,2013,0.120846736
Wastewater Treatment,n2o,2014,0.122907695
Wastewater Treatment,n2o,2015,0.124754957
Wastewater Treatment,n2o,2016,0.125548555
Wastewater Treatment,n2o,2017,0.125887724
Wastewater Treatment,n2o,2018,0.126183173
Wastewater Treatment,n2o,2019,0.124610087
Wastewater Treatment,n2o,2020,0.125011318
Wastewater Treatment,n2o,2021,0.124281441
